"Sector" "Source" "Month" "EmissCO2_MillMetricTons" "EnerCons_TrillBTU" "IPI" "MPI"
"8971" "Residential" "Petroleum" 1984-05-01 7.236 100.256 54.1104 49.7244
"8972" "Residential" "Petroleum" 1984-06-01 5.914 81.462 54.3075 49.9565
"8973" "Residential" "Petroleum" 1984-07-01 5.9 81.18 54.4587 50.166
"8974" "Residential" "Petroleum" 1984-08-01 6.704 92.045 54.5239 50.2564
"8975" "Residential" "Petroleum" 1984-09-01 7.2 99.264 54.3696 50.0675
"8976" "Residential" "Petroleum" 1984-10-01 7.52 104.408 54.3474 50.3293
"8977" "Residential" "Petroleum" 1984-11-01 10.234 143.207 54.529 50.4648
"8978" "Residential" "Petroleum" 1984-12-01 11.869 166.098 54.5556 50.6086
"8979" "Residential" "Petroleum" 1985-01-01 14.918 210.258 54.527 50.4756
"8980" "Residential" "Petroleum" 1985-02-01 12.835 180.26 54.6871 50.2496
"8981" "Residential" "Petroleum" 1985-03-01 10.499 147.111 54.7673 50.6307
"8982" "Residential" "Petroleum" 1985-04-01 7.581 105.737 54.6467 50.4439
"8983" "Residential" "Petroleum" 1985-05-01 6.537 90.743 54.7396 50.5665
"8984" "Residential" "Petroleum" 1985-06-01 5.974 82.568 54.711 50.5798
"8985" "Residential" "Petroleum" 1985-07-01 5.873 80.914 54.4365 50.3701
"8986" "Residential" "Petroleum" 1985-08-01 6.724 92.563 54.6121 50.6245
"8987" "Residential" "Petroleum" 1985-09-01 6.838 94.408 54.8147 50.6739
"8988" "Residential" "Petroleum" 1985-10-01 8.77 121.756 54.6228 50.5748
"8989" "Residential" "Petroleum" 1985-11-01 10.207 142.856 54.8123 50.9291
"8990" "Residential" "Petroleum" 1985-12-01 15.423 216.415 55.3553 51.103
"8991" "Residential" "Petroleum" 1986-01-01 14.633 205.325 55.6453 51.7129
"8992" "Residential" "Petroleum" 1986-02-01 13.182 184.674 55.2634 51.4457
"8993" "Residential" "Petroleum" 1986-03-01 11.559 161.59 54.8728 51.2686
"8994" "Residential" "Petroleum" 1986-04-01 8.128 113.402 54.935 51.3999
"8995" "Residential" "Petroleum" 1986-05-01 7.335 101.553 55.0399 51.4608
"8996" "Residential" "Petroleum" 1986-06-01 5.799 80.002 54.826 51.2605
"8997" "Residential" "Petroleum" 1986-07-01 6.15 84.674 55.167 51.5447
"8998" "Residential" "Petroleum" 1986-08-01 6.868 94.496 55.0726 51.6894
"8999" "Residential" "Petroleum" 1986-09-01 6.523 90.156 55.2237 51.8327
"9000" "Residential" "Petroleum" 1986-10-01 8.669 120.547 55.4589 52.0297
"9001" "Residential" "Petroleum" 1986-11-01 9.396 132.401 55.6763 52.2187
"9002" "Residential" "Petroleum" 1986-12-01 12.214 172.147 56.2078 52.7381
"9003" "Residential" "Petroleum" 1987-01-01 13.984 197.756 55.9911 52.5393
"9004" "Residential" "Petroleum" 1987-02-01 11.821 166.784 56.7373 53.3257
"9005" "Residential" "Petroleum" 1987-03-01 11.789 165.444 56.8136 53.342
"9006" "Residential" "Petroleum" 1987-04-01 8.49 118.745 57.185 53.6696
"9007" "Residential" "Petroleum" 1987-05-01 7.273 100.826 57.5424 54.0494
"9008" "Residential" "Petroleum" 1987-06-01 6.659 91.755 57.8502 54.2571
"9009" "Residential" "Petroleum" 1987-07-01 6.801 93.609 58.2421 54.68
"9010" "Residential" "Petroleum" 1987-08-01 6.451 88.949 58.6784 54.9742
"9011" "Residential" "Petroleum" 1987-09-01 7.517 103.7 58.9088 55.3734
"9012" "Residential" "Petroleum" 1987-10-01 10.455 145.72 59.7008 56.237
"9013" "Residential" "Petroleum" 1987-11-01 10.764 150.94 59.9956 56.5225
"9014" "Residential" "Petroleum" 1987-12-01 13.7 192.798 60.3246 56.9233
"9015" "Residential" "Petroleum" 1988-01-01 15.389 216.903 60.309 56.7743
"9016" "Residential" "Petroleum" 1988-02-01 13.425 188.6 60.6122 56.9799
"9017" "Residential" "Petroleum" 1988-03-01 12.346 172.829 60.7452 57.1539
"9018" "Residential" "Petroleum" 1988-04-01 8.728 122.088 61.108 57.6925
"9019" "Residential" "Petroleum" 1988-05-01 7.731 107.176 60.9843 57.561
"9020" "Residential" "Petroleum" 1988-06-01 6.513 89.817 61.1615 57.7032
"9021" "Residential" "Petroleum" 1988-07-01 7.202 99.002 61.171 57.6841
"9022" "Residential" "Petroleum" 1988-08-01 7.496 102.993 61.4771 57.7733
"9023" "Residential" "Petroleum" 1988-09-01 7.7 106.235 61.2785 57.9542
"9024" "Residential" "Petroleum" 1988-10-01 9.504 132.677 61.5488 58.1951
"9025" "Residential" "Petroleum" 1988-11-01 10.593 148.5 61.7049 58.4263
"9026" "Residential" "Petroleum" 1988-12-01 13.37 188.353 61.9851 58.704
"9027" "Residential" "Petroleum" 1989-01-01 13.741 193.835 62.1677 59.2071
"9028" "Residential" "Petroleum" 1989-02-01 12.043 171.003 61.8916 58.5994
"9029" "Residential" "Petroleum" 1989-03-01 12.022 169.116 62.0508 58.5289
"9030" "Residential" "Petroleum" 1989-04-01 8.689 121.988 62.0289 58.6309
"9031" "Residential" "Petroleum" 1989-05-01 7.459 104.001 61.6871 58.153
"9032" "Residential" "Petroleum" 1989-06-01 7.079 97.723 61.6857 58.2669
"9033" "Residential" "Petroleum" 1989-07-01 6.434 88.826 61.0896 57.5583
"9034" "Residential" "Petroleum" 1989-08-01 7.671 105.617 61.6847 58.1312
"9035" "Residential" "Petroleum" 1989-09-01 7.657 105.851 61.4794 58.0082
"9036" "Residential" "Petroleum" 1989-10-01 9.084 126.741 61.4014 57.8569
"9037" "Residential" "Petroleum" 1989-11-01 10.831 152.513 61.6081 57.9815
"9038" "Residential" "Petroleum" 1989-12-01 15.777 223.536 61.9588 58.0111
"9039" "Residential" "Petroleum" 1990-01-01 11.016 156.756 61.6352 57.9569
"9040" "Residential" "Petroleum" 1990-02-01 10.126 143.972 62.1951 58.7663
"9041" "Residential" "Petroleum" 1990-03-01 9.093 129.117 62.4916 59.0786
"9042" "Residential" "Petroleum" 1990-04-01 7.666 108.024 62.3511 58.8528
"9043" "Residential" "Petroleum" 1990-05-01 6.78 94.93 62.5353 59.0293
"9044" "Residential" "Petroleum" 1990-06-01 6.35 87.671 62.7479 59.2305
"9045" "Residential" "Petroleum" 1990-07-01 6.191 85.37 62.6435 59.0919
"9046" "Residential" "Petroleum" 1990-08-01 7.044 96.968 62.8704 59.3149
"9047" "Residential" "Petroleum" 1990-09-01 6.962 96.213 62.8839 59.2446
"9048" "Residential" "Petroleum" 1990-10-01 7.909 110.666 62.4973 58.8461
"9049" "Residential" "Petroleum" 1990-11-01 8.946 126.455 61.7175 58.1401
"9050" "Residential" "Petroleum" 1990-12-01 11.105 158.491 61.2885 57.6624
"9051" "Residential" "Petroleum" 1991-01-01 12.674 181.131 61.0842 57.3013
"9052" "Residential" "Petroleum" 1991-02-01 9.629 137.298 60.6387 56.8799
"9053" "Residential" "Petroleum" 1991-03-01 9.352 133.158 60.2973 56.4856
"9054" "Residential" "Petroleum" 1991-04-01 7.469 105.278 60.4524 56.731
"9055" "Residential" "Petroleum" 1991-05-01 6.414 89.413 61.0587 57.1412
"9056" "Residential" "Petroleum" 1991-06-01 6.008 83.185 61.5514 57.7026
"9057" "Residential" "Petroleum" 1991-07-01 6.185 85.393 61.7201 58.0287
"9058" "Residential" "Petroleum" 1991-08-01 6.146 84.899 61.7289 58.0766
"9059" "Residential" "Petroleum" 1991-09-01 5.914 82.247 62.2369 58.7061
"9060" "Residential" "Petroleum" 1991-10-01 7.672 107.61 62.1718 58.6294
"9061" "Residential" "Petroleum" 1991-11-01 9.187 131.132 62.0894 58.519
"9062" "Residential" "Petroleum" 1991-12-01 11.261 160.602 61.806 58.3786
"9063" "Residential" "Petroleum" 1992-01-01 12.412 176.415 61.4823 58.0666
"9064" "Residential" "Petroleum" 1992-02-01 10.086 143.158 61.9192 58.6297
"9065" "Residential" "Petroleum" 1992-03-01 9.871 140.088 62.4403 59.2545
"9066" "Residential" "Petroleum" 1992-04-01 7.956 112.034 62.9199 59.5935
"9067" "Residential" "Petroleum" 1992-05-01 6.42 89.773 63.1268 59.9495
"9068" "Residential" "Petroleum" 1992-06-01 6.05 83.808 63.1624 60.1489
"9069" "Residential" "Petroleum" 1992-07-01 6.057 83.755 63.7348 60.7158
"9070" "Residential" "Petroleum" 1992-08-01 5.565 77.092 63.3802 60.4337
"9071" "Residential" "Petroleum" 1992-09-01 7.473 103.314 63.5834 60.5368
"9072" "Residential" "Petroleum" 1992-10-01 7.782 109.384 64.0178 60.9187
"9073" "Residential" "Petroleum" 1992-11-01 9.033 128.353 64.2628 61.1649
"9074" "Residential" "Petroleum" 1992-12-01 11.765 167.381 64.3599 61.1059
"9075" "Residential" "Petroleum" 1993-01-01 11.72 167.139 64.6135 61.6691
"9076" "Residential" "Petroleum" 1993-02-01 11.357 161.836 64.9262 61.8348
"9077" "Residential" "Petroleum" 1993-03-01 11.242 159.114 64.8627 61.7074
"9078" "Residential" "Petroleum" 1993-04-01 8.499 119.663 65.0423 62.0225
"9079" "Residential" "Petroleum" 1993-05-01 6.864 95.694 64.8006 61.9671
"9080" "Residential" "Petroleum" 1993-06-01 6.446 89.164 64.9476 61.8618
"9081" "Residential" "Petroleum" 1993-07-01 6.476 89.449 65.1142 62.0243
"9082" "Residential" "Petroleum" 1993-08-01 7.083 97.645 65.0421 61.9303
"9083" "Residential" "Petroleum" 1993-09-01 6.778 94.151 65.3749 62.386
"9084" "Residential" "Petroleum" 1993-10-01 6.131 87.132 65.863 62.9301
"9085" "Residential" "Petroleum" 1993-11-01 8.351 119.459 66.1696 63.2253
"9086" "Residential" "Petroleum" 1993-12-01 11.135 159.049 66.5531 63.6417
"9087" "Residential" "Petroleum" 1994-01-01 13.355 190.798 66.7591 63.7145
"9088" "Residential" "Petroleum" 1994-02-01 11.627 165.498 66.8019 63.8211
"9089" "Residential" "Petroleum" 1994-03-01 10.078 142.949 67.4704 64.6741
"9090" "Residential" "Petroleum" 1994-04-01 7.278 102.628 67.8707 65.2646
"9091" "Residential" "Petroleum" 1994-05-01 6.742 94.416 68.187 65.6979
"9092" "Residential" "Petroleum" 1994-06-01 5.795 80.206 68.645 65.937
"9093" "Residential" "Petroleum" 1994-07-01 5.387 74.64 68.7317 66.2287
"9094" "Residential" "Petroleum" 1994-08-01 6.105 84.465 69.1882 66.7752
"9095" "Residential" "Petroleum" 1994-09-01 6.216 86.306 69.3935 67.0274
"9096" "Residential" "Petroleum" 1994-10-01 7.404 104.188 69.9576 67.7115
"9097" "Residential" "Petroleum" 1994-11-01 8.641 122.663 70.4288 68.272
"9098" "Residential" "Petroleum" 1994-12-01 11.204 159.321 71.1273 69.033
"9099" "Residential" "Petroleum" 1995-01-01 11.589 165.681 71.2635 69.16
"9100" "Residential" "Petroleum" 1995-02-01 11.378 161.819 71.1758 68.9793
"9101" "Residential" "Petroleum" 1995-03-01 9.527 135.365 71.2796 69.1652
"9102" "Residential" "Petroleum" 1995-04-01 7.973 112.802 71.1538 68.972
"9103" "Residential" "Petroleum" 1995-05-01 6.425 90.274 71.4997 69.2195
"9104" "Residential" "Petroleum" 1995-06-01 5.666 78.644 71.7327 69.5431
"9105" "Residential" "Petroleum" 1995-07-01 5.061 70.266 71.4334 69.0864
"9106" "Residential" "Petroleum" 1995-08-01 5.287 73.356 72.3723 69.9233
"9107" "Residential" "Petroleum" 1995-09-01 5.599 78.134 72.6543 70.5596
"9108" "Residential" "Petroleum" 1995-10-01 6.72 94.704 72.5336 70.5066
"9109" "Residential" "Petroleum" 1995-11-01 9.418 134.238 72.717 70.5872
"9110" "Residential" "Petroleum" 1995-12-01 12.51 178.318 72.9638 70.8701
"9111" "Residential" "Petroleum" 1996-01-01 13.827 198.622 72.5712 70.421
"9112" "Residential" "Petroleum" 1996-02-01 12.594 179.806 73.6207 71.4703
"9113" "Residential" "Petroleum" 1996-03-01 11.11 159.488 73.5141 71.2897
"9114" "Residential" "Petroleum" 1996-04-01 7.98 113.495 74.2491 72.1857
"9115" "Residential" "Petroleum" 1996-05-01 6.194 87.392 74.8142 72.78
"9116" "Residential" "Petroleum" 1996-06-01 5.524 76.761 75.3726 73.5011
"9117" "Residential" "Petroleum" 1996-07-01 4.991 69.406 75.3738 73.8345
"9118" "Residential" "Petroleum" 1996-08-01 5.248 72.89 75.7557 74.1465
"9119" "Residential" "Petroleum" 1996-09-01 5.957 83.136 76.2302 74.764
"9120" "Residential" "Petroleum" 1996-10-01 7.745 109.465 76.2157 74.651
"9121" "Residential" "Petroleum" 1996-11-01 10.957 156.61 76.8973 75.3157
"9122" "Residential" "Petroleum" 1996-12-01 12.309 176.262 77.3772 75.9375
"9123" "Residential" "Petroleum" 1997-01-01 14.265 204.065 77.5135 76.0186
"9124" "Residential" "Petroleum" 1997-02-01 10.873 155.453 78.4255 77.0573
"9125" "Residential" "Petroleum" 1997-03-01 9.793 139.862 78.9197 77.8413
"9126" "Residential" "Petroleum" 1997-04-01 8.289 118.13 78.9848 77.7352
"9127" "Residential" "Petroleum" 1997-05-01 6.405 90.636 79.4296 78.3054
"9128" "Residential" "Petroleum" 1997-06-01 5.811 80.916 79.7971 78.787
"9129" "Residential" "Petroleum" 1997-07-01 5.565 77.393 80.4666 79.3651
"9130" "Residential" "Petroleum" 1997-08-01 5.767 80.238 81.2825 80.3864
"9131" "Residential" "Petroleum" 1997-09-01 5.999 83.77 82.0327 81.1045
"9132" "Residential" "Petroleum" 1997-10-01 7.16 101.64 82.7656 81.8382
"9133" "Residential" "Petroleum" 1997-11-01 8.772 126.465 83.427 82.7018
"9134" "Residential" "Petroleum" 1997-12-01 11.35 163.408 83.784 83.1467
"9135" "Residential" "Petroleum" 1998-01-01 11.148 160.311 84.1564 83.8355
"9136" "Residential" "Petroleum" 1998-02-01 9.627 138.174 84.3066 83.9471
"9137" "Residential" "Petroleum" 1998-03-01 9.723 139.44 84.342 83.7769
"9138" "Residential" "Petroleum" 1998-04-01 7.152 102.077 84.6339 84.1489
"9139" "Residential" "Petroleum" 1998-05-01 6.876 96.405 85.1867 84.6157
"9140" "Residential" "Petroleum" 1998-06-01 5.798 81.007 84.6809 83.9391
"9141" "Residential" "Petroleum" 1998-07-01 5.182 72.302 84.3445 83.5088
"9142" "Residential" "Petroleum" 1998-08-01 5.523 77.006 86.0816 85.648
"9143" "Residential" "Petroleum" 1998-09-01 5.012 70.254 86.0023 85.5766
"9144" "Residential" "Petroleum" 1998-10-01 7.108 100.749 86.591 86.3166
"9145" "Residential" "Petroleum" 1998-11-01 7.991 114.926 86.5115 86.4231
"9146" "Residential" "Petroleum" 1998-12-01 10.506 151.218 86.8615 86.9318
"9147" "Residential" "Petroleum" 1999-01-01 13.73 198.554 87.2205 87.1748
"9148" "Residential" "Petroleum" 1999-02-01 11.935 171.448 87.726 87.9807
"9149" "Residential" "Petroleum" 1999-03-01 11.404 164.487 87.9125 87.955
"9150" "Residential" "Petroleum" 1999-04-01 7.698 110.445 88.1082 88.2945
"9151" "Residential" "Petroleum" 1999-05-01 6.29 89.318 88.6483 89.0293
"9152" "Residential" "Petroleum" 1999-06-01 5.562 77.977 88.5903 88.8223
"9153" "Residential" "Petroleum" 1999-07-01 5.238 73.307 89.1098 89.2473
"9154" "Residential" "Petroleum" 1999-08-01 5.617 78.557 89.5007 89.711
"9155" "Residential" "Petroleum" 1999-09-01 5.699 80.19 89.1304 89.31
"9156" "Residential" "Petroleum" 1999-10-01 7.74 110.463 90.2709 90.6591
"9157" "Residential" "Petroleum" 1999-11-01 9.174 131.57 90.7528 91.2719
"9158" "Residential" "Petroleum" 1999-12-01 12.322 178.42 91.4784 91.9373
"9159" "Residential" "Petroleum" 2000-01-01 14.187 204.029 91.4092 92.0039
"9160" "Residential" "Petroleum" 2000-02-01 11.975 171.01 91.7245 92.2528
"9161" "Residential" "Petroleum" 2000-03-01 10.189 145.409 92.083 92.8958
"9162" "Residential" "Petroleum" 2000-04-01 8.011 114.231 92.6659 93.5175
"9163" "Residential" "Petroleum" 2000-05-01 6.563 92.076 92.9347 93.5818
"9164" "Residential" "Petroleum" 2000-06-01 5.502 76.63 93.0018 93.7336
"9165" "Residential" "Petroleum" 2000-07-01 5.335 74.225 92.8373 93.831
"9166" "Residential" "Petroleum" 2000-08-01 6.649 91.806 92.591 93.2285
"9167" "Residential" "Petroleum" 2000-09-01 6.64 92.47 92.9827 93.7099
"9168" "Residential" "Petroleum" 2000-10-01 8.229 116.051 92.64 93.4156
"9169" "Residential" "Petroleum" 2000-11-01 10.63 152.742 92.6604 93.1741
"9170" "Residential" "Petroleum" 2000-12-01 15.526 223.374 92.3457 92.6146
"9171" "Residential" "Petroleum" 2001-01-01 15.455 221.517 91.8908 92.2483
"9172" "Residential" "Petroleum" 2001-02-01 12.412 177.774 91.2851 91.7312
"9173" "Residential" "Petroleum" 2001-03-01 12.119 173.465 91.0585 91.5568
"9174" "Residential" "Petroleum" 2001-04-01 8.544 120.908 90.7384 91.1679
"9175" "Residential" "Petroleum" 2001-05-01 6.392 89.749 90.2607 90.5909
"9176" "Residential" "Petroleum" 2001-06-01 5.863 81.449 89.7811 90.0299
"9177" "Residential" "Petroleum" 2001-07-01 6.128 84.801 89.2352 89.5076
"9178" "Residential" "Petroleum" 2001-08-01 6.1 84.442 89.157 89.1799
"9179" "Residential" "Petroleum" 2001-09-01 5.851 81.781 88.6749 88.8169
"9180" "Residential" "Petroleum" 2001-10-01 7.75 109.76 88.4051 88.4199
"9181" "Residential" "Petroleum" 2001-11-01 9.118 129.915 87.886 88.1295
"9182" "Residential" "Petroleum" 2001-12-01 12.069 173.28 87.8518 88.2971
"9183" "Residential" "Petroleum" 2002-01-01 13.091 187.962 88.4634 88.9108
"9184" "Residential" "Petroleum" 2002-02-01 11.123 159.932 88.4578 88.9373
"9185" "Residential" "Petroleum" 2002-03-01 10.649 153.239 89.1265 89.6404
"9186" "Residential" "Petroleum" 2002-04-01 7.15 102 89.5507 89.9423
"9187" "Residential" "Petroleum" 2002-05-01 6.611 93.633 89.9348 90.4511
"9188" "Residential" "Petroleum" 2002-06-01 5.376 74.87 90.6736 91.373
"9189" "Residential" "Petroleum" 2002-07-01 5.415 75.146 90.6436 91.2634
"9190" "Residential" "Petroleum" 2002-08-01 5.576 77.374 90.5505 91.3621
"9191" "Residential" "Petroleum" 2002-09-01 5.81 80.855 90.6373 91.4514
"9192" "Residential" "Petroleum" 2002-10-01 8.25 117.053 90.3988 91.1504
"9193" "Residential" "Petroleum" 2002-11-01 9.893 142.269 90.8947 91.6384
"9194" "Residential" "Petroleum" 2002-12-01 13.389 192.4 90.3906 90.9971
"9195" "Residential" "Petroleum" 2003-01-01 15.828 226.471 91.1369 91.7853
"9196" "Residential" "Petroleum" 2003-02-01 12.95 185.825 91.2505 91.6769
"9197" "Residential" "Petroleum" 2003-03-01 11.234 160.233 91.0006 91.7955
"9198" "Residential" "Petroleum" 2003-04-01 8.335 118.603 90.4311 91.144
"9199" "Residential" "Petroleum" 2003-05-01 6.942 97.789 90.4 91.194
"9200" "Residential" "Petroleum" 2003-06-01 5.89 81.89 90.5196 91.6215
"9201" "Residential" "Petroleum" 2003-07-01 5.863 81.146 90.9869 91.9808
"9202" "Residential" "Petroleum" 2003-08-01 5.719 79.261 90.7933 91.6346
"9203" "Residential" "Petroleum" 2003-09-01 6.844 95.033 91.3819 92.4512
"9204" "Residential" "Petroleum" 2003-10-01 8.116 114.602 91.5049 92.535
"9205" "Residential" "Petroleum" 2003-11-01 8.732 125.551 92.1265 93.389
"9206" "Residential" "Petroleum" 2003-12-01 12.517 180.166 92.1732 93.3076
"9207" "Residential" "Petroleum" 2004-01-01 14.933 214.279 92.3268 93.2411
"9208" "Residential" "Petroleum" 2004-02-01 12.556 179.759 92.8995 93.9407
"9209" "Residential" "Petroleum" 2004-03-01 10.191 144.953 92.5368 93.9079
"9210" "Residential" "Petroleum" 2004-04-01 8.231 116.372 92.8957 94.2009
"9211" "Residential" "Petroleum" 2004-05-01 6.234 87.282 93.5845 94.8983
"9212" "Residential" "Petroleum" 2004-06-01 5.925 82.201 92.8651 94.1813
"9213" "Residential" "Petroleum" 2004-07-01 5.724 79.161 93.5502 95.0067
"9214" "Residential" "Petroleum" 2004-08-01 6.144 84.957 93.6301 95.4402
"9215" "Residential" "Petroleum" 2004-09-01 5.932 82.402 93.7353 95.5222
"9216" "Residential" "Petroleum" 2004-10-01 7.692 108.561 94.5695 96.5362
"9217" "Residential" "Petroleum" 2004-11-01 9.381 133.987 94.8015 96.5251
"9218" "Residential" "Petroleum" 2004-12-01 14.466 205.936 95.5415 97.308
"9219" "Residential" "Petroleum" 2005-01-01 13.432 192.896 95.8785 97.9271
"9220" "Residential" "Petroleum" 2005-02-01 11.228 160.818 96.5709 98.8304
"9221" "Residential" "Petroleum" 2005-03-01 10.858 155.846 96.4345 98.3466
"9222" "Residential" "Petroleum" 2005-04-01 7.469 106.239 96.6347 98.7663
"9223" "Residential" "Petroleum" 2005-05-01 6.758 95.387 96.7251 99.0189
"9224" "Residential" "Petroleum" 2005-06-01 6.186 85.64 97.1483 99.2871
"9225" "Residential" "Petroleum" 2005-07-01 5.876 81.229 96.8397 98.9358
"9226" "Residential" "Petroleum" 2005-08-01 6.235 86.047 97.1584 99.4776
"9227" "Residential" "Petroleum" 2005-09-01 5.797 80.579 95.2764 98.3331
"9228" "Residential" "Petroleum" 2005-10-01 7.41 104.711 96.4411 99.8225
"9229" "Residential" "Petroleum" 2005-11-01 8.571 122.978 97.5016 100.7585
"9230" "Residential" "Petroleum" 2005-12-01 12.327 178.113 97.9723 100.8668
"9231" "Residential" "Petroleum" 2006-01-01 10.588 151.687 98.127 101.6594
"9232" "Residential" "Petroleum" 2006-02-01 11.174 159.748 98.1687 101.3716
"9233" "Residential" "Petroleum" 2006-03-01 10.021 143.236 98.3913 101.3092
"9234" "Residential" "Petroleum" 2006-04-01 6.698 95.157 98.6826 101.667
"9235" "Residential" "Petroleum" 2006-05-01 5.726 80.752 98.7074 101.4504
"9236" "Residential" "Petroleum" 2006-06-01 4.68 65.398 99.0398 101.8145
"9237" "Residential" "Petroleum" 2006-07-01 4.554 63.561 98.9751 101.5259
"9238" "Residential" "Petroleum" 2006-08-01 4.629 64.637 99.4047 102.3362
"9239" "Residential" "Petroleum" 2006-09-01 5.019 70.576 99.2246 102.4424
"9240" "Residential" "Petroleum" 2006-10-01 6.187 88.657 99.1229 101.9681
"9241" "Residential" "Petroleum" 2006-11-01 7.105 102.578 99.0963 102.1078
"9242" "Residential" "Petroleum" 2006-12-01 9.41 135.868 100.1125 103.6726
"9243" "Residential" "Petroleum" 2007-01-01 10.892 158.471 99.7546 103.2991
"9244" "Residential" "Petroleum" 2007-02-01 11.265 163.265 100.7166 103.6719
"9245" "Residential" "Petroleum" 2007-03-01 9.531 136.277 100.8952 104.5848
"9246" "Residential" "Petroleum" 2007-04-01 6.219 90.159 101.5723 105.2553
"9247" "Residential" "Petroleum" 2007-05-01 4.133 59.225 101.6269 105.215
"9248" "Residential" "Petroleum" 2007-06-01 4.015 56.54 101.6547 105.6409
"9249" "Residential" "Petroleum" 2007-07-01 3.908 54.922 101.4953 105.6645
"9250" "Residential" "Petroleum" 2007-08-01 4.459 62.402 101.6943 105.4234
"9251" "Residential" "Petroleum" 2007-09-01 4.744 66.646 101.9428 105.7879
"9252" "Residential" "Petroleum" 2007-10-01 5.973 84.76 101.6446 105.6476
"9253" "Residential" "Petroleum" 2007-11-01 8.933 128.411 102.2167 106.2595
"9254" "Residential" "Petroleum" 2007-12-01 13.126 188.091 102.2764 106.443
"9255" "Residential" "Petroleum" 2008-01-01 13.434 194.318 102.1493 106.2058
"9256" "Residential" "Petroleum" 2008-02-01 12.398 178.324 101.7756 105.4437
"9257" "Residential" "Petroleum" 2008-03-01 10.035 145.2 101.4508 105.0141
"9258" "Residential" "Petroleum" 2008-04-01 6.945 99.961 100.7554 103.9354
"9259" "Residential" "Petroleum" 2008-05-01 5.184 74.657 100.1336 103.3508
"9260" "Residential" "Petroleum" 2008-06-01 4.54 63.949 99.8728 102.6186
"9261" "Residential" "Petroleum" 2008-07-01 4.326 60.853 99.4194 101.4769
"9262" "Residential" "Petroleum" 2008-08-01 4.069 57.501 97.8491 100.1638
"9263" "Residential" "Petroleum" 2008-09-01 4.441 62.936 93.5576 96.5956
"9264" "Residential" "Petroleum" 2008-10-01 6.089 88.01 94.4985 96.0624
"9265" "Residential" "Petroleum" 2008-11-01 8.146 118.736 93.2617 93.6504
"9266" "Residential" "Petroleum" 2008-12-01 12.425 180.065 90.6266 90.4374
"9267" "Residential" "Petroleum" 2009-01-01 11.979 175.563 88.3712 87.4764
"9268" "Residential" "Petroleum" 2009-02-01 9.585 139.928 87.843 87.4964
"9269" "Residential" "Petroleum" 2009-03-01 8.714 126.968 86.4689 85.9802
"9270" "Residential" "Petroleum" 2009-04-01 6.35 92.071 85.7903 85.4365
"9271" "Residential" "Petroleum" 2009-05-01 4.326 62.474 84.9436 84.5396
"9272" "Residential" "Petroleum" 2009-06-01 3.612 51.637 84.6746 84.332
"9273" "Residential" "Petroleum" 2009-07-01 3.774 53.544 85.6853 85.7961
"9274" "Residential" "Petroleum" 2009-08-01 3.929 55.637 86.6393 86.8162
"9275" "Residential" "Petroleum" 2009-09-01 4.51 63.952 87.3821 87.7208
"9276" "Residential" "Petroleum" 2009-10-01 5.779 84.445 87.5809 87.7415
"9277" "Residential" "Petroleum" 2009-11-01 6.269 92.364 87.9388 88.671
"9278" "Residential" "Petroleum" 2009-12-01 10.83 159.074 88.2404 88.536
"9279" "Residential" "Petroleum" 2010-01-01 11.565 169.187 89.1897 89.5484
"9280" "Residential" "Petroleum" 2010-02-01 10.595 154.516 89.5046 89.5698
"9281" "Residential" "Petroleum" 2010-03-01 7.259 106.721 90.1356 90.7779
"9282" "Residential" "Petroleum" 2010-04-01 4.78 69.956 90.4607 91.5998
"9283" "Residential" "Petroleum" 2010-05-01 4.452 64.078 91.7014 92.8159
"9284" "Residential" "Petroleum" 2010-06-01 4.297 60.623 91.9033 92.8028
"9285" "Residential" "Petroleum" 2010-07-01 3.636 51.505 92.2549 93.3195
"9286" "Residential" "Petroleum" 2010-08-01 3.302 47.025 92.5936 93.5079
"9287" "Residential" "Petroleum" 2010-09-01 3.246 46.703 92.8533 93.6052
"9288" "Residential" "Petroleum" 2010-10-01 5.291 76.527 92.6033 93.658
"9289" "Residential" "Petroleum" 2010-11-01 7.294 106.873 92.6686 93.7729
"9290" "Residential" "Petroleum" 2010-12-01 11.4 166.728 93.5916 94.2792
"9291" "Residential" "Petroleum" 2011-01-01 10.217 150.815 93.3889 94.3733
"9292" "Residential" "Petroleum" 2011-02-01 9.138 133.695 93.0045 94.5521
"9293" "Residential" "Petroleum" 2011-03-01 7.22 106.203 93.9684 95.1905
"9294" "Residential" "Petroleum" 2011-04-01 4.662 68.585 93.6571 94.6415
"9295" "Residential" "Petroleum" 2011-05-01 3.174 46.805 93.7723 94.6336
"9296" "Residential" "Petroleum" 2011-06-01 3.391 48.332 94.0493 94.7651
"9297" "Residential" "Petroleum" 2011-07-01 3.141 44.681 94.4958 95.2968
"9298" "Residential" "Petroleum" 2011-08-01 3.893 54.846 95.0974 95.7347
"9299" "Residential" "Petroleum" 2011-09-01 4.277 60.497 95.0244 95.9916
"9300" "Residential" "Petroleum" 2011-10-01 5.553 80.011 95.6891 96.525
"9301" "Residential" "Petroleum" 2011-11-01 6.947 101.189 95.6778 96.3246
"9302" "Residential" "Petroleum" 2011-12-01 9.473 138.172 96.1809 96.9673
"9303" "Residential" "Petroleum" 2012-01-01 9.095 132.363 96.7595 97.8623
