"Sector" "Source" "Month" "EmissCO2_MillMetricTons" "EnerCons_TrillBTU" "IPI" "MPI"
"3428" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1995-09-01 22.566 425.328 72.6543 70.5596
"3429" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1995-10-01 17.101 322.313 72.5336 70.5066
"3430" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1995-11-01 14.126 266.237 72.717 70.5872
"3431" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1995-12-01 12.313 232.074 72.9638 70.8701
"3432" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-01-01 12.634 238.127 72.5712 70.421
"3433" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-02-01 10.245 193.101 73.6207 71.4703
"3434" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-03-01 11.708 220.673 73.5141 71.2897
"3435" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-04-01 12.714 239.63 74.2491 72.1857
"3436" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-05-01 19.835 373.854 74.8142 72.78
"3437" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-06-01 22.45 423.132 75.3726 73.5011
"3438" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-07-01 26.808 505.276 75.3738 73.8345
"3439" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-08-01 27.526 518.803 75.7557 74.1465
"3440" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-09-01 21.35 402.395 76.2302 74.764
"3441" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-10-01 16.968 319.803 76.2157 74.651
"3442" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-11-01 12.734 240.011 76.8973 75.3157
"3443" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1996-12-01 9.932 187.201 77.3772 75.9375
"3444" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-01-01 10.256 193.312 77.5135 76.0186
"3445" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-02-01 10.564 199.099 78.4255 77.0573
"3446" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-03-01 13.984 263.572 78.9197 77.8413
"3447" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-04-01 14.261 268.79 78.9848 77.7352
"3448" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-05-01 17.055 321.444 79.4296 78.3054
"3449" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-06-01 21.941 413.547 79.7971 78.787
"3450" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-07-01 31.656 596.638 80.4666 79.3651
"3451" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-08-01 28.824 543.26 81.2825 80.3864
"3452" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-09-01 24.544 462.594 82.0327 81.1045
"3453" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-10-01 18.012 339.491 82.7656 81.8382
"3454" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-11-01 13.245 249.64 83.427 82.7018
"3455" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1997-12-01 14.528 273.818 83.784 83.1467
"3456" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-01-01 13.021 245.748 84.1564 83.8355
"3457" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-02-01 10.178 192.095 84.3066 83.9471
"3458" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-03-01 14.775 278.862 84.342 83.7769
"3459" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-04-01 14.459 272.906 84.6339 84.1489
"3460" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-05-01 22.072 416.576 85.1867 84.6157
"3461" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-06-01 28.804 543.639 84.6809 83.9391
"3462" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-07-01 34.157 644.675 84.3445 83.5088
"3463" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-08-01 34.74 655.669 86.0816 85.648
"3464" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-09-01 28.961 546.597 86.0023 85.5766
"3465" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-10-01 18.691 352.777 86.591 86.3166
"3466" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-11-01 13.485 254.507 86.5115 86.4231
"3467" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1998-12-01 14.332 270.504 86.8615 86.9318
"3468" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-01-01 14.834 279.779 87.2205 87.1748
"3469" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-02-01 12.618 237.981 87.726 87.9807
"3470" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-03-01 17.162 323.681 87.9125 87.955
"3471" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-04-01 21.258 400.941 88.1082 88.2945
"3472" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-05-01 22.664 427.467 88.6483 89.0293
"3473" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-06-01 26.945 508.211 88.5903 88.8223
"3474" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-07-01 36.322 685.063 89.1098 89.2473
"3475" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-08-01 36.114 681.147 89.5007 89.711
"3476" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-09-01 23.346 440.323 89.1304 89.31
"3477" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-10-01 19.903 375.388 90.2709 90.6591
"3478" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-11-01 14.208 267.977 90.7528 91.2719
"3479" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 1999-12-01 14.504 273.564 91.4784 91.9373
"3480" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-01-01 17.571 331.174 91.4092 92.0039
"3481" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-02-01 15.405 290.346 91.7245 92.2528
"3482" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-03-01 19.158 361.084 92.083 92.8958
"3483" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-04-01 19.809 373.35 92.6659 93.5175
"3484" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-05-01 28.502 537.2 92.9347 93.5818
"3485" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-06-01 28.36 534.528 93.0018 93.7336
"3486" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-07-01 34.422 648.784 92.8373 93.831
"3487" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-08-01 37.859 713.55 92.591 93.2285
"3488" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-09-01 26.159 493.044 92.9827 93.7099
"3489" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-10-01 19.687 371.064 92.64 93.4156
"3490" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-11-01 16.636 313.546 92.6604 93.1741
"3491" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2000-12-01 17.25 325.127 92.3457 92.6146
"3492" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-01-01 18.447 347.919 91.8908 92.2483
"3493" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-02-01 16.96 319.885 91.2851 91.7312
"3494" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-03-01 19.662 370.85 91.0585 91.5568
"3495" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-04-01 20.835 392.959 90.7384 91.1679
"3496" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-05-01 23.499 443.213 90.2607 90.5909
"3497" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-06-01 26.693 503.461 89.7811 90.0299
"3498" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-07-01 34.334 647.575 89.2352 89.5076
"3499" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-08-01 37.2 701.617 89.157 89.1799
"3500" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-09-01 27.62 520.936 88.6749 88.8169
"3501" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-10-01 25.234 475.932 88.4051 88.4199
"3502" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-11-01 18.975 357.878 87.886 88.1295
"3503" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2001-12-01 19.88 374.96 87.8518 88.2971
"3504" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-01-01 20.588 388.038 88.4634 88.9108
"3505" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-02-01 18.58 350.193 88.4578 88.9373
"3506" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-03-01 21.932 413.361 89.1265 89.6404
"3507" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-04-01 21.825 411.344 89.5507 89.9423
"3508" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-05-01 22.122 416.948 89.9348 90.4511
"3509" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-06-01 29.722 560.197 90.6736 91.373
"3510" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-07-01 39.565 745.712 90.6436 91.2634
"3511" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-08-01 38.694 729.286 90.5505 91.3621
"3512" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-09-01 30.667 578.012 90.6373 91.4514
"3513" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-10-01 23.843 449.386 90.3988 91.1504
"3514" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-11-01 18.961 357.368 90.8947 91.6384
"3515" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2002-12-01 19.432 366.241 90.3906 90.9971
"3516" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-01-01 20.734 391.056 91.1369 91.7853
"3517" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-02-01 18.144 342.218 91.2505 91.6769
"3518" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-03-01 19.579 369.28 91.0006 91.7955
"3519" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-04-01 19.084 359.933 90.4311 91.144
"3520" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-05-01 21.324 402.18 90.4 91.194
"3521" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-06-01 23.581 444.757 90.5196 91.6215
"3522" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-07-01 34.117 643.469 90.9869 91.9808
"3523" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-08-01 36.995 697.749 90.7933 91.6346
"3524" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-09-01 25.365 478.396 91.3819 92.4512
"3525" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-10-01 22.135 417.478 91.5049 92.535
"3526" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-11-01 18.845 355.432 92.1265 93.389
"3527" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2003-12-01 18.192 343.117 92.1732 93.3076
"3528" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-01-01 19.642 370.208 92.3268 93.2411
"3529" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-02-01 20.297 382.561 92.8995 93.9407
"3530" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-03-01 20.383 384.183 92.5368 93.9079
"3531" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-04-01 21.145 398.535 92.8957 94.2009
"3532" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-05-01 26.324 496.145 93.5845 94.8983
"3533" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-06-01 27.659 521.307 92.8651 94.1813
"3534" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-07-01 34.073 642.205 93.5502 95.0067
"3535" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-08-01 33.264 626.958 93.6301 95.4402
"3536" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-09-01 28.737 541.634 93.7353 95.5222
"3537" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-10-01 23.87 449.892 94.5695 96.5362
"3538" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-11-01 20.425 384.97 94.8015 96.5251
"3539" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2004-12-01 21.02 396.187 95.5415 97.308
"3540" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-01-01 20.933 394.819 95.8785 97.9271
"3541" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-02-01 17.972 338.968 96.5709 98.8304
"3542" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-03-01 20.993 395.942 96.4345 98.3466
"3543" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-04-01 21.209 400.011 96.6347 98.7663
"3544" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-05-01 22.985 433.521 96.7251 99.0189
"3545" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-06-01 32.26 608.449 97.1483 99.2871
"3546" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-07-01 42.204 796.004 96.8397 98.9358
"3547" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-08-01 42.975 810.546 97.1584 99.4776
"3548" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-09-01 31.346 591.215 95.2764 98.3331
"3549" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-10-01 23.584 444.806 96.4411 99.8225
"3550" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-11-01 20.274 382.381 97.5016 100.7585
"3551" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2005-12-01 22.081 416.457 97.9723 100.8668
"3552" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-01-01 17.304 326.37 98.127 101.6594
"3553" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-02-01 18.812 354.814 98.1687 101.3716
"3554" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-03-01 22.114 417.088 98.3913 101.3092
"3555" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-04-01 23.147 436.563 98.6826 101.667
"3556" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-05-01 27.414 517.043 98.7074 101.4504
"3557" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-06-01 34.18 644.671 99.0398 101.8145
"3558" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-07-01 46.908 884.731 98.9751 101.5259
"3559" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-08-01 45.637 860.75 99.4047 102.3362
"3560" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-09-01 29.763 561.356 99.2246 102.4424
"3561" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-10-01 28.641 540.201 99.1229 101.9681
"3562" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-11-01 21.541 406.276 99.0963 102.1078
"3563" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2006-12-01 22.512 424.595 100.1125 103.6726
"3564" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-01-01 24.337 459.013 99.7546 103.2991
"3565" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-02-01 23.115 435.976 100.7166 103.6719
"3566" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-03-01 22.584 425.958 100.8952 104.5848
"3567" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-04-01 24.6 463.97 101.5723 105.2553
"3568" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-05-01 27.535 519.334 101.6269 105.215
"3569" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-06-01 34.095 643.051 101.6547 105.6409
"3570" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-07-01 41.272 778.415 101.4953 105.6645
"3571" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-08-01 52.623 992.505 101.6943 105.4234
"3572" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-09-01 37.069 699.143 101.9428 105.7879
"3573" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-10-01 32.777 618.2 101.6446 105.6476
"3574" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-11-01 24.319 458.67 102.2167 106.2595
"3575" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2007-12-01 27.038 509.952 102.2764 106.443
"3576" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-01-01 28.881 544.721 102.1493 106.2058
"3577" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-02-01 23.848 449.79 101.7756 105.4437
"3578" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-03-01 25.027 472.035 101.4508 105.0141
"3579" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-04-01 25.494 480.837 100.7554 103.9354
"3580" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-05-01 25.796 486.531 100.1336 103.3508
"3581" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-06-01 36.108 681.021 99.8728 102.6186
"3582" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-07-01 42.437 800.392 99.4194 101.4769
"3583" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-08-01 41.401 780.847 97.8491 100.1638
"3584" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-09-01 32.699 616.738 93.5576 96.5956
"3585" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-10-01 29.588 558.06 94.4985 96.0624
"3586" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-11-01 24.843 468.555 93.2617 93.6504
"3587" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2008-12-01 25.879 488.098 90.6266 90.4374
"3588" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-01-01 26.449 498.5 88.3712 87.4764
"3589" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-02-01 24.603 463.703 87.843 87.4964
"3590" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-03-01 27.097 510.718 86.4689 85.9802
"3591" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-04-01 24.465 461.109 85.7903 85.4365
"3592" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-05-01 27.918 526.189 84.9436 84.5396
"3593" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-06-01 34.82 656.281 84.6746 84.332
"3594" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-07-01 42.156 794.54 85.6853 85.7961
"3595" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-08-01 45.538 858.29 86.6393 86.8162
"3596" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-09-01 37.387 704.667 87.3821 87.7208
"3597" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-10-01 29.099 548.442 87.5809 87.7415
"3598" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-11-01 24.776 466.977 87.9388 88.671
"3599" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2009-12-01 28.204 531.588 88.2404 88.536
"3600" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-01-01 29.557 556.699 89.1897 89.5484
"3601" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-02-01 25.97 489.136 89.5046 89.5698
"3602" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-03-01 24.722 465.641 90.1356 90.7779
"3603" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-04-01 25.496 480.215 90.4607 91.5998
"3604" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-05-01 30.255 569.849 91.7014 92.8159
"3605" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-06-01 38.157 718.687 91.9033 92.8028
"3606" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-07-01 48.522 913.908 92.2549 93.3195
"3607" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-08-01 51.004 960.641 92.5936 93.5079
"3608" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-09-01 37.668 709.472 92.8533 93.6052
"3609" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-10-01 30.833 580.723 92.6033 93.658
"3610" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-11-01 26.861 505.929 92.6686 93.7729
"3611" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2010-12-01 30.549 575.378 93.5916 94.2792
"3612" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-01-01 29.208 550.13 93.3889 94.3733
"3613" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-02-01 26.17 492.909 93.0045 94.5521
"3614" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-03-01 26.061 490.847 93.9684 95.1905
"3615" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-04-01 28.184 530.834 93.6571 94.6415
"3616" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-05-01 30.903 582.043 93.7723 94.6336
"3617" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-06-01 37.791 711.778 94.0493 94.7651
"3618" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-07-01 50.729 955.463 94.4958 95.2968
"3619" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-08-01 49.801 937.996 95.0974 95.7347
"3620" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-09-01 36.966 696.249 95.0244 95.9916
"3621" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-10-01 31.061 585.035 95.6891 96.525
"3622" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-11-01 29.328 552.392 95.6778 96.3246
"3623" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2011-12-01 33.203 625.362 96.1809 96.9673
"3624" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-01-01 35.11 661.741 96.7595 97.8623
"3625" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-02-01 34.877 657.347 97.0662 98.2798
"3626" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-03-01 36.456 687.11 96.5609 97.7678
"3627" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-04-01 38.626 728.02 97.251 98.2858
"3628" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-05-01 43.922 827.828 97.4595 98.0067
"3629" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-06-01 47.572 896.619 97.4768 98.3717
"3630" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-07-01 58.49 1102.413 97.6714 98.1887
"3631" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-08-01 54.282 1023.097 97.2734 98.072
"3632" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-09-01 43.384 817.7 97.2217 97.8986
"3633" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-10-01 36.176 681.83 97.5311 97.727
"3634" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-11-01 31.355 590.979 97.9084 98.322
"3635" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2012-12-01 32.434 611.306 98.1884 99.0788
"3636" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-01-01 34.27 646.365 98.1736 98.8291
"3637" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-02-01 30.835 581.581 98.6434 99.2924
"3638" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-03-01 32.755 617.786 99.047 99.23
"3639" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-04-01 30.619 577.492 98.9445 98.9011
"3640" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-05-01 33.314 628.327 99.0383 99.198
"3641" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-06-01 39.947 753.427 99.2221 99.4291
"3642" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-07-01 49.382 931.376 98.8987 98.5558
"3643" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-08-01 48.808 920.554 99.4897 99.4032
"3644" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-09-01 40.723 768.073 100.021 99.4641
"3645" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-10-01 34.523 651.14 99.9037 99.6389
"3646" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-11-01 32.592 614.711 100.1582 99.6647
"3647" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2013-12-01 36.283 684.329 100.374 99.494
"3648" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2014-01-01 36.083 681.018 99.9899 98.3918
"3649" "Electric Power" "Natural Gas Excluding Supplemental Gaseous Fuels" 2014-02-01 29.994 566.112 100.7471 99.3286
